"filename", "language", "Shell Script", "Markdown", "JSON", "JavaScript", "XML", "SCSS", "CSS", "HTML", "JavaScript JSX", "YAML", "comment", "blank", "total"
"d:\Documents\GitHub\berthong\frontend\src\item\AdminHomeItem.js", "JavaScript", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 9, 5, 45
"d:\Documents\GitHub\berthong\frontend\src\item\HomeItem.js", "JavaScript", 0, 0, 0, 165, 0, 0, 0, 0, 0, 0, 7, 6, 178
"d:\Documents\GitHub\berthong\frontend\src\item\ItemShare.js", "JavaScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 42, 16, 77
"d:\Documents\GitHub\berthong\frontend\src\line.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Documents\GitHub\berthong\frontend\src\logo.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Documents\GitHub\berthong\frontend\src\pages\detail\Detail.js", "JavaScript", 0, 0, 0, 191, 0, 0, 0, 0, 0, 0, 2, 37, 230
"d:\Documents\GitHub\berthong\frontend\src\pages\detail\DetailPanelLeft.js", "JavaScript", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 3, 44
"d:\Documents\GitHub\berthong\frontend\src\pages\detail\DetailPanelRight.js", "JavaScript", 0, 0, 0, 291, 0, 0, 0, 0, 0, 0, 47, 15, 353
"d:\Documents\GitHub\berthong\frontend\src\pages\detail\PopupCart.js", "JavaScript", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 7, 59
"d:\Documents\GitHub\berthong\frontend\src\pages\detail\PopupWallet.js", "JavaScript", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 5, 59
"d:\Documents\GitHub\berthong\frontend\src\pages\detail\detail.css", "CSS", 0, 0, 0, 0, 0, 0, 2134, 0, 0, 0, 311, 194, 2639
"d:\Documents\GitHub\berthong\frontend\src\pages\detail\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\Documents\GitHub\berthong\frontend\src\pages\detail\seat.css", "CSS", 0, 0, 0, 0, 0, 0, 262, 0, 0, 0, 74, 25, 361
"d:\Documents\GitHub\berthong\frontend\src\pages\detail\wallet.css", "CSS", 0, 0, 0, 0, 0, 0, 407, 0, 0, 0, 43, 76, 526
"d:\Documents\GitHub\berthong\frontend\src\redux\actions\auth.js", "JavaScript", 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 26, 97
"d:\Documents\GitHub\berthong\frontend\src\redux\actions\ws.js", "JavaScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"d:\Documents\GitHub\berthong\frontend\src\redux\reducers\auth.js", "JavaScript", 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 34, 43, 206
"d:\Documents\GitHub\berthong\frontend\src\redux\reducers\index.js", "JavaScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"d:\Documents\GitHub\berthong\frontend\src\redux\reducers\ws.js", "JavaScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 3, 21
"d:\Documents\GitHub\berthong\frontend\src\reportWebVitals.js", "JavaScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"d:\Documents\GitHub\berthong\frontend\src\setupTests.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 6
"d:\Documents\GitHub\berthong\frontend\src\skeleton.scss", "SCSS", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 11, 60
"d:\Documents\GitHub\berthong\frontend\src\sum.js", "JavaScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4
"d:\Documents\GitHub\berthong\frontend\src\sum.test.js", "JavaScript", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4
"d:\Documents\GitHub\berthong\frontend\src\translations\en\translations.js", "JavaScript", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 54
"d:\Documents\GitHub\berthong\frontend\src\translations\i18n.js", "JavaScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 6, 26
"d:\Documents\GitHub\berthong\frontend\src\translations\th\translations.js", "JavaScript", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 30, 85
"d:\Documents\GitHub\berthong\frontend\src\util.js", "JavaScript", 0, 0, 0, 124, 0, 0, 0, 0, 0, 0, 9, 27, 160
"d:\Documents\GitHub\berthong\restore\16-11-2022\bank.json", "JSON", 0, 0, 443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 443
"d:\Documents\GitHub\berthong\restore\16-11-2022\basicContent.json", "JSON", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69
"d:\Documents\GitHub\berthong\restore\16-11-2022\bookmark.json", "JSON", 0, 0, 217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 217
"d:\Documents\GitHub\berthong\restore\16-11-2022\comment.json", "JSON", 0, 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 162
"d:\Documents\GitHub\berthong\restore\16-11-2022\conversation.json", "JSON", 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187
"d:\Documents\GitHub\berthong\restore\16-11-2022\message.json", "JSON", 0, 0, 596, 0, 0, 0, 0, 0, 0, 0, 0, 0, 596
"d:\Documents\GitHub\berthong\restore\16-11-2022\phone.json", "JSON", 0, 0, 49013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49013
"d:\Documents\GitHub\berthong\restore\16-11-2022\post.json", "JSON", 0, 0, 1459868, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1459868
"d:\Documents\GitHub\berthong\restore\16-11-2022\role.json", "JSON", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52
"d:\Documents\GitHub\berthong\restore\16-11-2022\tContactUs.json", "JSON", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52
"d:\Documents\GitHub\berthong\restore\16-11-2022\user.json", "JSON", 0, 0, 52886, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52886
"d:\Documents\GitHub\berthong\restore\basicContent.json", "JSON", 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52
"d:\Documents\GitHub\berthong\restore\rs-setup.sh", "Shell Script", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6
"Total", "-", 4, 223, 1623195, 13306, 22, 49, 4114, 20, 866, 107, 3593, 2672, 1648171
